jobName,companyName,companyProp,salary,workExperience,recruitmentNumber,education,五险一金,带薪休假,员工旅游,周末双休,弹性工作,餐补,交通补助,年底双薪,股票期权
H5工程师,北京爱捷科科技有限公司 ,合资,12500.5,3-5年,2人 ,大专,1,0,0,0,1,0,0,0,0
web前端工程师,北京爱捷科科技有限公司 ,合资,12500.5,3-5年,1人 ,大专,1,0,0,0,1,0,0,0,0
h5前端开发工程师,北京爱捷科科技有限公司 ,合资,12500.5,3-5年,3人 ,大专,1,0,1,1,0,0,0,0,0
前端开发工程师,东龙鲟业(北京)科技发展有限公司 ,其它,11500.0,3-5年,2人 ,本科,1,0,0,0,1,0,0,0,0
网络平台开发工程师,中车世贸投资有限公司 ,民营,12500.5,3-5年,5人 ,本科,0,0,0,0,0,0,0,0,0
前端工程师,北京智优加网络科技有限公司,股份制企业,12000.0,1-3年,2人 ,大专,1,0,1,0,1,0,0,0,0
web前端,开网科技(北京)有限公司 ,民营,12500.5,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
前端（实习生）,矩阵未来(北京)科技有限公司,民营,3000.5,不限,1人 ,本科,1,0,0,1,0,0,0,0,0
前端,矩阵未来(北京)科技有限公司,民营,12500.5,1-3年,1人 ,本科,1,0,0,1,0,0,0,0,0
初中级前端开发工程师,智慧全景(北京)信息科技有限公司,民营,15000.0,1-3年,1人 ,大专,1,0,0,1,1,1,0,0,0
前端开发工程师,北京智优加网络科技有限公司,股份制企业,12000.0,1-3年,2人 ,大专,1,0,1,0,1,0,0,0,0
初级web前端开发工程师（angular2）,嘉迅源(北京)智能系统科技有限公司,股份制企业,12500.5,不限,5人 ,不限,1,0,1,0,0,0,0,0,0
前端开发工程师,码上播(北京)新媒体科技有限公司,民营,12500.5,3-5年,1人 ,大专,1,0,0,1,0,1,0,0,1
react开发工程师,北京小爱智能科技有限公司 ,民营,17500.0,3-5年,1人 ,大专,0,0,0,0,1,0,0,0,0
前端开发程序员,码上播(北京)新媒体科技有限公司,民营,12500.5,3-5年,1人 ,大专,1,0,0,1,0,0,0,0,0
前端工程师（HTML/HTML5、 CSS/CSS3 ）,中国图书进出口(集团)总公司,国企,11000.0,1-3年,1人 ,本科,1,0,0,1,0,0,0,0,0
web前端,北京大艺博展文化传播有限公司 ,民营,20000.0,3-5年,1人 ,本科,1,0,0,1,0,0,0,0,0
前端开发工程师,大连新程软件有限公司,其它,12500.0,3-5年,8人 ,大专,1,0,0,1,0,1,1,0,0
WEB前端（精通地图）,北京车晓科技有限公司 ,民营,9000.5,3-5年,1人 ,本科,1,0,0,0,0,1,1,0,0
web软件开发工程师,北京金控数据技术股份有限公司 ,股份制企业,12500.0,3-5年,1人 ,本科,1,0,0,1,0,0,0,0,0
前端工程师,美途环球(北京)科技发展有限公司 ,民营,17500.5,3-5年,1人 ,本科,1,0,0,0,0,0,0,0,1
前端开发工程师,上海辰石信息技术有限公司 ,民营,25000.0,3-5年,1人 ,本科,1,0,0,0,1,0,0,1,1
前端工程师,中国教育在线 ,国企,8000.0,1-3年,1人 ,大专,1,0,0,0,1,0,1,0,0
前端开发Team Leader-专车事业部(J12668),去哪儿网专车事业部 ,上市公司,32500.0,3-5年,1人 ,本科,0,0,0,0,1,0,0,0,0
高级前端开发工程师,北京爱捷科科技有限公司 ,合资,14000.0,3-5年,2人 ,本科,1,0,1,0,0,0,0,0,0
HTML5游戏前端开发,永盛志远科技集团有限公司 ,民营,30000.0,3-5年,1人 ,本科,1,0,0,1,0,0,0,0,0
急聘web前端工程师 xwy,北京中科建友科技股份有限公司 ,民营,9000.5,3-5年,1人 ,大专,1,0,0,0,0,0,0,0,0
web前端,北京智扬通达科技有限公司 ,民营,12500.5,5-10年,1人 ,大专,1,0,0,1,0,0,0,0,0
web前端开发工程师,北京建谊投资发展(集团)有限公司,合资,12500.5,3-5年,1人 ,不限,1,0,0,0,0,1,0,0,0
WEB前端开发工程师1,中国软件与技术服务股份有限公司,上市公司,11500.0,不限,1人 ,不限,1,0,0,0,0,0,0,0,0
web前端工程师,北京爱捷科科技有限公司 ,合资,12500.5,1-3年,1人 ,本科,1,0,0,0,0,0,0,0,0
h5前端开发工程师,北京爱捷科科技有限公司 ,合资,12500.5,3-5年,1人 ,不限,1,0,1,0,0,0,0,0,0
高级前端工程师（北京）,金卡智能集团股份有限公司 ,上市公司,17500.5,5-10年,1人 ,本科,1,0,1,1,0,1,0,0,1
前端开发工程师,意立特国际人力资源管理顾问(北京)有限公司 ,民营,52500.0,1-3年,1人 ,大专,0,0,1,1,0,1,0,0,0
web前端工程师,开网科技(北京)有限公司 ,民营,12500.5,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
web前端开发组长,北京融英乐知科技有限公司 ,股份制企业,12500.5,3-5年,2人 ,大专,1,0,0,1,1,1,0,1,0
前端开发工程师,北京浩太同益科技发展有限公司 ,民营,17500.5,5-10年,6人 ,大专,1,0,0,1,0,0,0,0,0
JS开发工程师/WEB前端,易图通科技（北京）有限公司 ,民营,15500.0,5-10年,1人 ,大专,1,0,1,0,1,0,0,0,0
高级前端工程师,软通动力信息技术(集团)有限公司,上市公司,19000.0,3-5年,5人 ,本科,0,0,0,0,0,0,0,0,0
高级前端开发工程师,中钞信用卡产业发展有限公司 ,国企,17500.5,3-5年,1人 ,本科,1,0,0,1,0,1,1,1,0
高级web前端开发工程师,北京嘉润云众健康科技有限公司 ,民营,17500.5,5-10年,1人 ,本科,1,0,1,0,1,0,1,0,0
前端工程师,中科软科技股份有限公司,股份制企业,11500.0,1-3年,3人 ,本科,1,0,0,0,1,1,0,1,0
web前端工程师（北京）,深圳市芒柠科技有限公司 ,民营,11500.0,1-3年,2人 ,大专,1,0,1,0,1,0,0,0,0
web前端开发工程师,北京网讯兆通科技有限公司 ,民营,7000.5,1-3年,3人 ,大专,1,0,1,1,0,1,0,0,0
前端开发工程师,北京慧聪云信大数据科技有限公司 ,股份制企业,13500.0,不限,1人 ,大专,0,0,0,0,0,1,0,0,0
前端开发工程师,大有秦鼎(北京)科技有限公司 ,民营,12500.5,3-5年,1人 ,本科,1,0,1,0,0,0,0,1,0
WEB前端高级开发工程师,北京棣南新宇科技有限公司 ,外商独资,17500.5,5-10年,2人 ,本科,1,0,0,0,0,0,0,1,0
h5前端开发工程师,北京众恒志信科技开发股份有限公司 ,上市公司,12500.5,3-5年,1人 ,大专,0,0,0,0,0,0,0,0,0
WEB前端高级开发工程师,北京棣南新宇科技有限公司 ,外商独资,17500.5,5-10年,2人 ,本科,1,0,0,0,0,0,0,1,0
微信小程序开发,北京开拓前途网络科技有限公司,民营,11000.0,1-3年,1人 ,大专,1,0,0,1,0,0,0,0,0
WEB前端高级开发工程师,北京棣南新宇科技有限公司 ,外商独资,17500.5,5-10年,2人 ,本科,1,0,0,0,0,0,0,1,0
前端开发工程师,北京祥云创想科技有限公司 ,股份制企业,12500.5,3-5年,1人 ,不限,1,0,1,0,0,0,0,0,0
web前端高级开发工程师,北京棣南新宇科技有限公司 ,外商独资,17500.5,5-10年,2人 ,本科,1,0,0,0,0,0,0,1,0
H5高级开发工程师,北京柠檬微趣科技股份有限公司 ,股份制企业,25000.5,不限,1人 ,本科,0,0,1,0,1,0,1,0,0
资深前端工程师,北京百家互联科技有限公司 ,股份制企业,40000.5,5-10年,2人 ,本科,1,0,0,1,0,1,0,0,0
web软件开发工程师,北京金控数据技术股份有限公司 ,股份制企业,11500.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
WEB前端高级开发工程师,北京棣南新宇科技有限公司 ,外商独资,17500.5,5-10年,2人 ,本科,1,0,0,0,0,0,0,1,0
WEB前端高级开发工程师,北京棣南新宇科技有限公司 ,外商独资,17500.5,5-10年,2人 ,本科,1,0,0,0,0,0,0,1,0
Web前端高级开发工程师,北京棣南新宇科技有限公司 ,外商独资,17500.5,5-10年,2人 ,本科,1,0,0,0,0,0,0,1,0
网页制作（web前端）,北京华昊联合科技有限公司 ,民营,9000.5,3-5年,1人 ,大专,1,0,1,0,1,0,0,0,0
3年以上前端开发工程师,北京网拓时代科技有限公司 ,民营,12500.5,3-5年,2人 ,本科,1,0,1,1,1,1,1,0,0
高级web前端工程师,北京红包袋网络科技有限公司 ,民营,17500.5,不限,1人 ,不限,1,0,1,0,0,0,0,0,0
web前端高级开发工程师,北京棣南新宇科技有限公司 ,外商独资,17500.5,5-10年,2人 ,本科,1,0,0,0,0,0,0,1,0
Web前端开发工程师,北京睿航至臻科技有限公司 ,民营,12500.5,3-5年,1人 ,本科,1,0,1,1,0,1,1,0,0
前端中级开发工程师,北京唯我读秀文化有限公司 ,股份制企业,12500.5,5-10年,1人 ,本科,1,0,0,0,0,1,0,0,1
web前端开发工程师,指尖上行(北京)互动娱乐科技有限公司 ,民营,9000.0,3-5年,1人 ,本科,1,0,1,0,1,0,0,0,1
前端工程师,北京佐敦网络科技有限公司 ,民营,12500.0,1-3年,1人 ,本科,1,0,0,0,1,0,0,1,0
高级前端开发工程师,北京无限讯奇信息技术有限公司 ,民营,20000.0,3-5年,1人 ,本科,1,0,0,1,0,0,0,1,0
AS3开发工程师,北京云游互动网络科技有限公司 ,其它,25000.5,3-5年,1人 ,本科,1,0,0,0,1,0,0,0,0
web前端开发工程师,指尖上行(北京)互动娱乐科技有限公司 ,民营,9000.0,3-5年,1人 ,本科,1,0,1,0,1,0,0,0,1
前端开发工程师,中承投资控股有限公司 ,民营,17500.5,5-10年,1人 ,本科,1,0,0,1,0,0,0,0,0
前端开发工程师,北京兔玩在线科技有限公司 ,民营,11500.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
WEB前端开发工程师-集团,泰康保险集团股份有限公司 ,其它,125000.5,不限,6人 ,本科,1,0,0,0,0,1,1,1,0
前端开发高级工程师,北京字节跳动科技有限公司 ,民营,30000.0,3-5年,3人 ,本科,1,0,0,0,0,0,0,0,0
前端开发工程师,北京字节跳动科技有限公司 ,民营,30000.0,3-5年,1人 ,本科,0,0,0,0,1,0,0,0,0
高级前端开发工程师,北京字节跳动科技有限公司 ,民营,26500.0,3-5年,1人 ,本科,0,0,0,0,1,0,0,0,0
高级前端开发工程师,北京字节跳动科技有限公司 ,民营,35000.0,3-5年,5人 ,本科,0,0,0,0,1,0,0,0,0
前端开发工程师,北京字节跳动科技有限公司 ,民营,30000.0,1-3年,8人 ,本科,0,0,0,0,1,0,0,0,0
驻场网页制作与技术支持工程师（全国妇联）,南京大汉网络有限公司,民营,8000.0,不限,1人 ,大专,0,0,0,0,0,0,0,0,0
前端架构师,北京北龙青云软件有限公司 ,民营,25000.0,5-10年,1人 ,本科,1,0,1,0,0,1,1,0,0
高级前端开发工程师,北京水滴互联科技有限公司 ,民营,30000.0,3-5年,1人 ,本科,1,0,0,1,0,0,0,1,0
前端开发高级工程师,北京字节跳动科技有限公司 ,民营,30000.0,3-5年,3人 ,本科,1,0,0,0,0,0,0,0,0
前端开发工程师,北京字节跳动科技有限公司 ,民营,25000.0,3-5年,3人 ,本科,1,0,0,0,0,0,0,0,0
高级前端开发工程师,北京飞途信息技术有限公司 ,民营,27500.0,3-5年,1人 ,本科,1,0,0,1,0,1,0,0,0
前端开发工程师,北京金谷财行投资管理有限公司 ,民营,17500.5,1-3年,1人 ,不限,0,0,0,0,0,0,0,0,0
前端,上海慧逊科技有限公司 ,股份制企业,16000.0,5-10年,3人 ,本科,1,0,0,1,1,0,0,0,0
前端,上海慧逊科技有限公司 ,股份制企业,16500.0,5-10年,3人 ,本科,1,0,0,1,1,0,0,0,0
公司内部直聘资金管理员双休零基础05,北京森晖科技有限公司,民营,15000.0,不限,10人 ,不限,1,0,1,1,1,0,0,1,0
前端开发工程师,北京斯普信信息技术有限公司,民营,12500.5,3-5年,1人 ,本科,1,0,0,1,0,0,0,0,0
前端开发工程师,北京成鑫盈通科技有限公司 ,民营,12500.0,3-5年,5人 ,大专,1,0,0,0,0,0,0,0,0
高级前端开发工程师,北京钱得乐科技有限公司 ,民营,25000.5,3-5年,1人 ,本科,1,0,0,1,0,1,0,0,1
web前端,开网科技(北京)有限公司 ,民营,12500.5,3-5年,5人 ,大专,0,0,0,0,0,0,0,0,0
web前端,开网科技(北京)有限公司 ,民营,12500.5,1-3年,3人 ,大专,0,0,0,0,0,0,0,0,0
h5前端开发工程师,永盛志远科技集团有限公司 ,民营,22500.0,3-5年,1人 ,本科,1,0,0,1,0,1,0,1,0
前端工程师,北京中科建友科技股份有限公司 ,民营,11500.0,3-5年,2人 ,不限,1,0,0,0,0,0,0,0,0
web-cyn,北京中科建友科技股份有限公司 ,民营,10000.0,3-5年,3人 ,本科,0,0,0,1,0,0,0,0,0
前端开发工程师,北京联合永道软件股份有限公司,民营,15000.0,3-5年,2人 ,本科,1,0,0,1,0,1,1,0,0
高级前端工程师,软通动力信息技术(集团)有限公司,上市公司,19000.0,3-5年,3人 ,本科,0,0,0,0,0,0,0,0,0
web前端工程师（Vue）,广联达科技股份有限公司,民营,17500.5,3-5年,1人 ,本科,1,0,0,0,1,1,0,0,0
前端开发工程师,朗新科技股份有限公司 ,合资,11500.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
前端开发,中科软科技股份有限公司,股份制企业,12500.5,1-3年,3人 ,本科,1,0,1,0,0,1,0,0,0
前端研发工程师,北京东方园林环境股份有限公司,上市公司,15000.0,3-5年,5人 ,本科,1,0,0,0,0,1,1,0,0
web前端工程师,北京知达客信息技术有限公司 ,民营,12500.5,3-5年,2人 ,大专,1,0,0,0,0,0,0,0,0
前端开发工程师,软通动力信息技术(集团)有限公司,上市公司,15000.0,3-5年,3人 ,大专,0,0,0,0,0,0,0,0,0
web前端开发工程师,帮瀛网络科技(北京)股份有限公司 ,民营,17500.0,3-5年,1人 ,大专,1,0,1,0,0,0,0,0,0
H5/前端开发工程师,北京唯我读秀文化有限公司 ,股份制企业,10000.0,3-5年,1人 ,本科,1,0,0,0,0,1,0,0,1
web前端工程师,北京红包袋网络科技有限公司 ,民营,17500.0,3-5年,1人 ,本科,1,0,1,0,0,0,0,0,0
急聘web前端工程师-cyn,北京中科建友科技股份有限公司 ,民营,10000.0,3-5年,3人 ,大专,1,0,0,0,0,0,0,0,0
web前端工程师rj,北京中科建友科技股份有限公司 ,民营,9000.5,3-5年,10人 ,本科,0,0,0,0,0,0,0,0,0
软件开发工程师（web）,北京中油瑞飞信息技术有限责任公司,国企,15000.0,3-5年,1人 ,本科,1,0,1,0,0,0,0,0,0
荣昌东街-H5工程师-fry,北京中科建友科技股份有限公司 ,民营,12500.5,3-5年,1人 ,本科,1,0,0,0,0,0,0,0,0
急聘web前端工程师,北京中科建友科技股份有限公司 ,民营,12500.5,3-5年,6人 ,本科,1,0,0,0,0,0,0,0,0
高级前端工程师,玖富金科控股集团有限责任公司,民营,25000.5,3-5年,1人 ,本科,1,0,1,0,0,0,0,0,0
NodeJs 高级研发工程师 - 抖音/火山,北京字节跳动科技有限公司 ,民营,37500.0,3-5年,3人 ,本科,0,0,0,0,0,0,0,0,0
前端开发工程师,苏宁易购集团股份有限公司 ,上市公司,25000.5,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
Web前端工程师-软件开发中心,北京易华录信息技术股份有限公司 ,股份制企业,12500.5,3-5年,2人 ,本科,1,0,0,0,0,1,1,0,0
前端开发高级工程师,北京字节跳动科技有限公司 ,民营,37500.0,3-5年,5人 ,本科,0,0,0,0,1,0,0,0,0
前端开发工程师,北京字节跳动科技有限公司 ,民营,32500.0,3-5年,2人 ,本科,0,0,0,0,1,0,0,0,0
Web前端工程师-软件开发中心,北京易华录信息技术股份有限公司 ,股份制企业,12500.5,3-5年,1人 ,本科,1,0,0,0,0,1,1,0,0
招聘初级前端开发工程师,中软高科（北京）科技有限公司 ,股份制企业,5000.5,1年以下,20人 ,大专,0,0,0,0,0,0,0,0,0
web,北京联合盈鑫信息技术有限公司 ,民营,12500.5,1-3年,5人 ,大专,1,0,0,1,0,0,0,0,0
前端开发工程师,极晨智道信息技术(北京)有限公司 ,民营,500.0,5-10年,2人 ,本科,1,0,0,1,0,1,1,0,0
web前端开发,北京大恒创新技术有限公司,上市公司,12500.5,1-3年,1人 ,大专,1,0,0,1,0,0,0,0,0
前端开发工程师,北京大恒创新技术有限公司,上市公司,12500.5,1-3年,1人 ,本科,1,0,0,1,0,0,0,0,0
h5前端开发工程师,北京独创时代科技有限公司 ,民营,12500.5,1-3年,1人 ,本科,1,0,0,0,1,0,0,0,0
web前端开发工程师,纬创软件wistron ,其它,15000.0,3-5年,2人 ,本科,1,0,0,1,0,0,0,0,0
web前端工程师,捷程易信(北京)信息技术有限公司 ,民营,12500.5,3-5年,2人 ,大专,1,0,0,0,1,1,0,0,0
web,北京联合盈鑫信息技术有限公司 ,民营,12500.5,1-3年,5人 ,大专,1,0,0,1,0,0,0,0,0
web前端工程师,北京讯飞乐知行软件有限公司,上市公司,12500.5,不限,1人 ,本科,1,0,1,0,1,1,1,0,0
WEB前端开发工程师（移动端）,烟台欣和企业食品有限公司 ,外商独资,20000.0,1-3年,6人 ,本科,1,0,1,0,0,1,0,0,0
web前端工程师,北京独创时代科技有限公司 ,民营,17500.5,3-5年,1人 ,本科,1,0,0,1,1,0,1,0,0
web前端开发工程师,恒安嘉新(北京)科技股份公司,民营,12500.5,1-3年,1人 ,本科,1,0,1,0,1,0,0,1,1
Web前端开发工程师(J12038),北大方正集团 ,国企,12500.5,3-5年,1人 ,本科,1,0,0,0,0,1,1,0,0
中级web开发,北京翼聚源软件科技有限公司 ,民营,12500.5,3-5年,1人 ,本科,1,0,0,0,0,0,0,0,0
web前端,北京腾信软创科技股份有限公司,股份制企业,12500.5,3-5年,3人 ,大专,1,0,1,0,1,1,0,0,1
web前端开发,中软高科（北京）科技有限公司 ,股份制企业,9000.5,无经验,8人 ,大专,1,0,0,1,1,0,0,1,0
高级web前端工程师,北京梧桐木管理咨询有限公司 ,民营,30000.0,5-10年,2人 ,本科,1,0,1,0,0,0,0,0,1
WEB前端开发实习生,北京海文盈通信息技术有限公司 ,民营,5000.5,不限,3人 ,大专,1,0,0,0,0,1,0,0,0
WEB前端开发工程师,飞思达技术（北京）有限公司,外商独资,17500.5,3-5年,1人 ,大专,1,0,0,0,0,1,0,1,1
前端开发工程师（大数据方向）,四达时代集团,股份制企业,18750.0,3-5年,1人 ,本科,1,0,0,0,0,1,0,0,0
前端开发工程师,北京斯普信信息技术有限公司,民营,9000.5,3-5年,1人 ,大专,1,0,0,0,0,0,0,1,0
前端开发工程师,北京独创时代科技有限公司 ,民营,12500.5,1-3年,1人 ,本科,1,0,0,0,1,0,0,0,0
web前端开发工程师,泛微北京 ,股份制企业,7000.0,1-3年,3人 ,本科,1,0,1,0,0,0,0,0,0
web前端开发工程师,北京艾特互联科技有限公司 ,民营,12500.5,3-5年,1人 ,本科,1,0,0,0,1,0,1,0,0
h5前端开发工程师,开网科技(北京)有限公司 ,民营,12500.5,1-3年,5人 ,大专,0,0,0,1,0,0,0,0,0
web前端,北京腾信软创科技股份有限公司,股份制企业,16500.0,3-5年,5人 ,本科,1,0,0,1,0,1,0,0,0
高级前端开发工程师,北京北方大陆生物工程有限公司 ,民营,25000.5,5-10年,1人 ,本科,1,0,1,1,0,0,1,0,0
前端开发工程师,金融界 ,上市公司,12500.5,不限,1人 ,不限,1,0,0,0,1,1,0,0,0
急聘web前端工程师-cyn,北京中科建友科技股份有限公司 ,民营,10000.0,3-5年,3人 ,大专,1,0,0,0,0,0,0,0,0
急聘web前端工程师,北京中科建友科技股份有限公司 ,民营,9000.5,3-5年,2人 ,大专,1,0,0,0,0,0,0,0,0
急聘web前端工程师,北京中科建友科技股份有限公司 ,民营,9000.5,3-5年,3人 ,大专,1,0,0,0,0,0,0,0,0
web前端工程师-lixq,北京中科建友科技股份有限公司 ,民营,12500.5,1-3年,3人 ,本科,0,0,0,0,0,0,0,0,0
web前端开发工程师-gly,北京中科建友科技股份有限公司 ,民营,12500.5,3-5年,2人 ,本科,1,0,0,0,0,0,0,0,0
急聘web前端工程师,北京中科建友科技股份有限公司 ,民营,9000.5,3-5年,3人 ,不限,1,0,0,0,1,0,0,0,0
急聘web前端工程师,北京中科建友科技股份有限公司 ,民营,9000.5,3-5年,3人 ,本科,1,0,0,0,0,0,0,0,0
急聘web前端工程师,北京中科建友科技股份有限公司 ,民营,9000.5,3-5年,2人 ,本科,1,0,0,0,0,0,0,0,0
web前端开发,北京奥索斯科技有限公司 ,民营,12500.5,1-3年,3人 ,大专,1,0,0,0,0,0,0,0,0
Web前端开发工程师-Growth(002153),车好多集团,民营,25000.5,3-5年,2人 ,本科,1,0,0,0,1,0,0,0,0
Linux C++ 开发工程师-263,如舜投资(上海)有限公司 ,民营,20500.0,5-10年,1人 ,本科,1,0,0,1,0,1,0,1,0
前端工程师,中科软科技股份有限公司,股份制企业,9000.0,1-3年,2人 ,本科,1,0,0,1,0,0,0,0,0
前端开发工程师,中科软科技股份有限公司,股份制企业,12500.5,1-3年,10人 ,本科,1,0,1,0,0,1,0,1,0
前端开发工程师,北京柯莱特科技有限公司 ,外商独资,12500.5,3-5年,5人 ,本科,0,0,0,0,0,0,0,0,0
WEB前端开发+五险一金+绩效奖金,北京世普荣新科技有限公司 ,民营,7000.5,不限,15人 ,大专,1,0,0,0,0,0,0,1,0
web前端工程师,北京润和汇智信息技术有限公司 ,民营,12500.5,3-5年,1人 ,本科,1,0,1,0,0,1,0,0,1
资深web前端,北京深思数盾科技股份有限公司 ,股份制企业,20000.0,3-5年,1人 ,本科,1,0,0,1,0,1,1,0,0
前端开发工程师,互动峰科技(北京)有限公司,外商独资,30000.0,不限,10人 ,本科,1,0,1,0,1,1,0,1,1
WEB前端开发工程师,北京奥实体育计时服务有限公司 ,国企,7000.5,不限,10人 ,本科,0,0,0,0,0,0,0,0,0
Web前端开发工程师(000538),车好多集团,民营,17500.5,3-5年,2人 ,本科,1,0,0,0,1,0,0,0,0
前端开发工程师,广州市知微科技有限公司 ,民营,12500.5,1-3年,1人 ,大专,1,0,1,0,0,0,0,1,0
前端开发工程师,互动峰科技(北京)有限公司,外商独资,30000.0,不限,10人 ,本科,1,0,1,0,1,1,0,1,1
Web前端工程师,柔持(北京)科技有限公司 ,民营,25000.5,3-5年,2人 ,本科,0,0,0,0,1,0,0,1,0
Web前端开发工程师(J12038),北大方正集团 ,国企,12500.5,3-5年,1人 ,本科,1,0,0,1,0,1,1,0,0
高级前端工程师,东道品牌创意集团有限公司,民营,20000.0,3-5年,2人 ,本科,1,0,0,1,1,0,0,1,0
高级Web前端,北京深思数盾科技股份有限公司 ,股份制企业,22500.0,3-5年,1人 ,本科,1,0,0,0,0,1,1,0,0
前端工程师,广东雨林木风计算机科技有限公司北京分公司 ,上市公司,25000.5,不限,1人 ,不限,1,0,1,0,0,1,0,1,0
前端开发工程师,广州市知微科技有限公司 ,民营,12500.5,1-3年,1人 ,大专,1,0,1,1,0,1,1,0,0
高级\资深前端开发工程师,贝壳找房 ,民营,25000.5,3-5年,5人 ,本科,1,0,0,0,1,0,0,0,0
前端开发工程师,北京世纪好未来教育科技有限公司,上市公司,30000.0,3-5年,2人 ,本科,1,0,0,0,0,0,0,0,0
前端开发工程师,北京字节跳动科技有限公司 ,民营,30000.0,3-5年,1人 ,本科,0,0,0,0,1,0,0,0,0
高级前端开发工程师,北京字节跳动科技有限公司 ,民营,37500.0,3-5年,1人 ,本科,0,0,0,0,1,0,0,0,0
前端开发工程师,北京奇虎科技有限公司,上市公司,0.0,5-10年,2人 ,本科,0,0,0,0,0,0,0,0,0
前端工程师,北京奇虎科技有限公司,上市公司,0.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
前端开发工程师,北京奇安信科技有限公司 ,其它,15000.0,1-3年,1人 ,本科,1,0,0,0,1,1,0,1,0
h5前端开发工程师,北京华路时代信息技术有限公司 ,民营,12500.5,3-5年,1人 ,大专,1,0,0,1,0,0,0,0,0
前端工程师,中科软科技股份有限公司,股份制企业,7500.0,1-3年,3人 ,大专,1,0,0,0,1,1,0,1,0
前端开发工程师,北京航天智造科技发展有限公司 ,国企,17500.5,1-3年,1人 ,本科,1,0,0,0,0,1,1,0,0
前端开发主管,如舜投资(上海)有限公司 ,民营,25000.0,3-5年,1人 ,本科,1,0,1,1,0,0,0,0,0
前端开发工程师,北京天融信科技有限公司 ,民营,12500.5,1-3年,2人 ,本科,1,0,0,1,1,1,1,0,0
中级web前端工程师,中科软科技股份有限公司,股份制企业,11500.0,1-3年,2人 ,本科,1,0,0,0,0,1,0,1,0
前端开发工程师,北京字节跳动科技有限公司 ,民营,30000.0,1-3年,1人 ,本科,0,0,0,0,1,0,0,0,0
web前端工程师,北京科锐国际人力资源股份有限公司 ,合资,13500.0,1-3年,1人 ,大专,1,0,0,1,0,0,0,0,0
前端开发工程师,北京字节跳动科技有限公司 ,民营,30000.0,1-3年,1人 ,本科,0,0,0,0,1,0,0,0,0
web前端技术经理,北京达内金桥科技有限公司1,上市公司,25000.0,5-10年,2人 ,本科,1,0,0,1,0,1,0,0,0
web前端工程师,北京科锐国际人力资源股份有限公司 ,合资,7500.0,3-5年,1人 ,大专,1,0,0,1,0,0,0,0,0
web前端工程师,北京科锐国际人力资源股份有限公司 ,合资,30000.0,1-3年,1人 ,本科,1,0,0,0,0,0,0,0,0
前端工程师,北京世纪好未来教育科技有限公司,上市公司,22500.0,3-5年,3人 ,本科,0,0,0,0,0,0,0,0,0
h5前端开发工程师,中科软科技股份有限公司,股份制企业,12500.5,3-5年,3人 ,本科,1,0,0,0,0,1,1,1,0
前端开发工程师,北京世纪好未来教育科技有限公司,上市公司,30000.0,3-5年,2人 ,本科,1,0,0,1,0,1,1,1,0
前端开发工程师,中软国际科技服务有限公司 ,上市公司,0.0,1-3年,2人 ,本科,1,0,0,1,1,0,0,0,0
前端开发工程师,中企动力科技股份有限公司,上市公司,15000.0,3-5年,1人 ,本科,1,0,1,0,0,1,1,0,0
web前端开发工程师,北京奇虎科技有限公司,上市公司,0.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
前端开发工程师,如舜投资(上海)有限公司 ,民营,16500.0,3-5年,2人 ,本科,1,0,1,1,0,0,0,0,0
前端开发工程师,如舜投资(上海)有限公司 ,民营,16500.0,3-5年,3人 ,本科,1,0,0,1,1,0,0,0,0
web前端开发工程师,中软国际科技服务有限公司 ,上市公司,0.0,3-5年,1人 ,本科,1,0,0,1,0,0,0,0,0
前端工程师,方正国际软件（北京）有限公司 ,合资,0.0,3-5年,1人 ,本科,1,0,0,1,0,1,0,0,0
前端开发工程师,贝壳找房 ,民营,19500.0,1-3年,4人 ,本科,1,0,0,0,1,0,0,1,0
前端开发工程师,贝壳找房 ,民营,17500.5,1-3年,999人 ,本科,0,0,0,0,0,0,0,0,0
web前端开发工程师,京东集团 ,外商独资,0.0,5-10年,1人 ,本科,0,0,0,1,0,0,0,1,1
前端开发工程师,北京中公教育科技股份有限公司,民营,15000.0,3-5年,1人 ,不限,1,0,0,1,0,0,0,0,0
前端开发工程师,北京中公教育科技股份有限公司,民营,15000.0,3-5年,1人 ,本科,1,0,0,0,0,0,0,0,0
web前端工程师,浪潮集团有限公司 ,国企,12500.5,3-5年,1人 ,大专,1,0,1,1,0,0,0,0,1
wed前端开发,上海儒一信息科技有限公司 ,民营,14000.0,3-5年,5人 ,本科,0,0,0,0,0,0,0,0,0
前端开发工程师,京东集团 ,外商独资,0.0,5-10年,1人 ,本科,1,0,0,1,0,0,0,1,0
web前端工程师,京东集团 ,外商独资,0.0,5-10年,3人 ,大专,0,0,0,1,0,0,0,0,0
前端工程师,京东集团 ,外商独资,0.0,5-10年,1人 ,本科,0,0,0,0,0,1,0,0,0
